Device,Time,Type,Longitude,Latitude,File,Bearing,Velocity,Distance,Temperature,Voltage
dev867648043576717,2023-03-21 07:51:43+00:00,gps,5.3391523437499995,60.3853625,_track.qo,,,,,4.4453125
dev867648043576717,2023-03-21 07:51:48+00:00,gps,5.33917578125,60.3853625,_track.qo,81.844345,0.2821755,1.4108776,,4.4453125
dev867648043576717,2023-03-21 07:52:45+00:00,gps,5.34002734375,60.3848275,_track.qo,141.91367,1.3336362,76.01726,,4.4453125
dev867648043576717,2023-03-21 07:53:43+00:00,gps,5.33997265625,60.3848525,_track.qo,316.04865,0.07132339,4.1367564,,4.4453125
dev867648043576717,2023-03-21 07:54:15+00:00,gps,5.33996484375,60.384857499999995,_track.qo,309.06412,0.020309754,0.6499121,,4.4453125
dev867648043576717,2023-03-21 07:55:18+00:00,gps,5.33997265625,60.3848475,_track.qo,152.91481,0.018006878,1.1344333,,4.4453125
dev867648043576717,2023-03-21 07:56:15+00:00,gps,5.33996484375,60.3848525,_track.qo,319.76913,0.02069739,1.1797513,,4.4414062
dev867648043576717,2023-03-21 07:56:43+00:00,gps,5.33996484375,60.3848525,_track.qo,,,,,4.4414062
dev867648043576717,2023-03-21 08:17:52+00:00,gps,5.3390351562500005,60.38522750000001,_track.qo,,,,,4.4609375
dev867648043576717,2023-03-21 08:17:57+00:00,gps,5.33927734375,60.3850225,_track.qo,149.75107,5.17286,25.864302,,4.4609375
dev867648043576717,2023-03-21 08:18:18+00:00,gps,5.33920703125,60.3847425,_track.qo,186.49966,1.4986739,31.47215,,4.4609375
dev867648043576717,2023-03-21 08:19:16+00:00,gps,5.33947265625,60.384507500000005,_track.qo,151.415,0.51710874,29.992308,,4.4609375
dev867648043576717,2023-03-21 08:20:15+00:00,gps,5.33948046875,60.3844975,_track.qo,151.6532,0.02023661,1.19396,,4.4609375
dev867648043576717,2023-03-21 08:21:18+00:00,gps,5.3395273437499995,60.384507500000005,_track.qo,63.018013,0.048432335,3.051237,,4.4609375
dev867648043576717,2023-03-21 08:22:16+00:00,gps,5.33947265625,60.3845175,_track.qo,287.05814,0.055116665,3.1967666,,4.4570312
